tool	rank	metric	sample	value
Weight+GCN	genus	Shannon diversity	1	0.057066149949333345
Weight+GCN	genus	Shannon equitability	1	0.011482554073852621
Weight+GCN	species	Shannon diversity	1	0.0514196267309787
Weight+GCN	species	Shannon equitability	1	0.008109891611465463
Weight+GCN	strain	Shannon diversity	1	0.003530016466434758
Weight+GCN	strain	Shannon equitability	1	0.0007453269758220084
Weight+GCN	superkingdom	F1 score	1	1.0
Weight+GCN	superkingdom	False negatives	1	0.0
Weight+GCN	superkingdom	False positives	1	0.0
Weight+GCN	superkingdom	Jaccard index	1	1.0
Weight+GCN	superkingdom	Purity	1	1.0
Weight+GCN	superkingdom	Completeness	1	1.0
Weight+GCN	superkingdom	True positives	1	1.0
Weight+GCN	phylum	F1 score	1	1.0
Weight+GCN	phylum	False negatives	1	0.0
Weight+GCN	phylum	False positives	1	0.0
Weight+GCN	phylum	Jaccard index	1	1.0
Weight+GCN	phylum	Purity	1	1.0
Weight+GCN	phylum	Completeness	1	1.0
Weight+GCN	phylum	True positives	1	1.0
Weight+GCN	class	F1 score	1	1.0
Weight+GCN	class	False negatives	1	0.0
Weight+GCN	class	False positives	1	0.0
Weight+GCN	class	Jaccard index	1	1.0
Weight+GCN	class	Purity	1	1.0
Weight+GCN	class	Completeness	1	1.0
Weight+GCN	class	True positives	1	1.0
Weight+GCN	order	F1 score	1	1.0
Weight+GCN	order	False negatives	1	0.0
Weight+GCN	order	False positives	1	0.0
Weight+GCN	order	Jaccard index	1	1.0
Weight+GCN	order	Purity	1	1.0
Weight+GCN	order	Completeness	1	1.0
Weight+GCN	order	True positives	1	4.0
Weight+GCN	family	F1 score	1	0.9500000000000001
Weight+GCN	family	False negatives	1	0.0
Weight+GCN	family	False positives	1	2.0
Weight+GCN	family	Jaccard index	1	0.9047619047619048
Weight+GCN	family	Purity	1	0.9047619047619048
Weight+GCN	family	Completeness	1	1.0
Weight+GCN	family	True positives	1	19.0
Weight+GCN	genus	F1 score	1	0.8793774319066148
Weight+GCN	genus	False negatives	1	0.0
Weight+GCN	genus	False positives	1	31.0
Weight+GCN	genus	Jaccard index	1	0.7847222222222222
Weight+GCN	genus	Purity	1	0.7847222222222222
Weight+GCN	genus	Completeness	1	1.0
Weight+GCN	genus	True positives	1	113.0
Weight+GCN	species	F1 score	1	0.6836283185840708
Weight+GCN	species	False negatives	1	28.0
Weight+GCN	species	False positives	1	258.0
Weight+GCN	species	Jaccard index	1	0.519327731092437
Weight+GCN	species	Purity	1	0.544973544973545
Weight+GCN	species	Completeness	1	0.9169139465875371
Weight+GCN	species	True positives	1	309.0
Weight+GCN	strain	F1 score	1	0.5164319248826291
Weight+GCN	strain	False negatives	1	44.0
Weight+GCN	strain	False positives	1	59.0
Weight+GCN	strain	Jaccard index	1	0.34810126582278483
Weight+GCN	strain	Purity	1	0.4824561403508772
Weight+GCN	strain	Completeness	1	0.5555555555555556
Weight+GCN	strain	True positives	1	55.0
Weight+GCN	superkingdom	L1 norm error	1	0.0012049352859999996
Weight+GCN	phylum	L1 norm error	1	0.0012049352859999996
Weight+GCN	class	L1 norm error	1	0.0012049352859999996
Weight+GCN	order	L1 norm error	1	0.0012065027550000006
Weight+GCN	family	L1 norm error	1	0.0019602310890000003
Weight+GCN	genus	L1 norm error	1	0.0022618567789999986
Weight+GCN	species	L1 norm error	1	0.004338528366000003
Weight+GCN	strain	L1 norm error	1	0.0008251600970000005
Weight+GCN	na	Weighted UniFrac error	1	0.00020830264501652373
Weight+GCN	na	Unweighted UniFrac error	1	0.6869866077507853
Weight+GCN	na	Weighted UniFrac (CAMI)	1	1.5428590609000328
Weight+GCN	na	Unweighted UniFrac (CAMI)	1	2138.0000000097
Weight+GCN	superkingdom	Sum of abundances	1	0.008795064714
Weight+GCN	phylum	Sum of abundances	1	0.008795064714
Weight+GCN	class	Sum of abundances	1	0.008795064714
Weight+GCN	order	Sum of abundances	1	0.008793497244999999
Weight+GCN	family	Sum of abundances	1	0.007965426128
Weight+GCN	genus	Sum of abundances	1	0.007757848539000006
Weight+GCN	species	Sum of abundances	1	0.005844193619000038
Weight+GCN	strain	Sum of abundances	1	0.0002924447980000004
Weight+GCN	superkingdom	Taxon counts	1	1.0
Weight+GCN	phylum	Taxon counts	1	1.0
Weight+GCN	class	Taxon counts	1	1.0
Weight+GCN	order	Taxon counts	1	4.0
Weight+GCN	family	Taxon counts	1	21.0
Weight+GCN	genus	Taxon counts	1	144.0
Weight+GCN	species	Taxon counts	1	567.0
Weight+GCN	strain	Taxon counts	1	114.0
Weight+GCN	superkingdom	Bray-Curtis distance	2	0.3632492330144762
Weight+GCN	phylum	Bray-Curtis distance	2	0.3632492330144762
Weight+GCN	class	Bray-Curtis distance	2	0.3632492330144762
Weight+GCN	order	Bray-Curtis distance	2	0.36354060112630143
Weight+GCN	family	Bray-Curtis distance	2	0.4063451774953164
Weight+GCN	genus	Bray-Curtis distance	2	0.4225325231545805
Weight+GCN	species	Bray-Curtis distance	2	0.5676117300052375
Weight+GCN	strain	Bray-Curtis distance	2	0.775309539098651
Weight+GCN	superkingdom	Shannon diversity	2	0.025065635711251512
Weight+GCN	superkingdom	Shannon equitability	2	0.0
Weight+GCN	phylum	Shannon diversity	2	0.025065635711251512
Weight+GCN	phylum	Shannon equitability	2	0.0
Weight+GCN	class	Shannon diversity	2	0.025065635711251512
Weight+GCN	class	Shannon equitability	2	0.0
Weight+GCN	order	Shannon diversity	2	0.0255114994852052
Weight+GCN	order	Shannon equitability	2	0.018402656896473444
Weight+GCN	family	Shannon diversity	2	0.029403998236321307
Weight+GCN	family	Shannon equitability	2	0.009377787427239102
Weight+GCN	genus	Shannon diversity	2	0.03252081343184073
Weight+GCN	genus	Shannon equitability	2	0.006456446188565932
Weight+GCN	species	Shannon diversity	2	0.027773257438961044
Weight+GCN	species	Shannon equitability	2	0.004388990975759028
Weight+GCN	strain	Shannon diversity	2	0.002126212458584786
Weight+GCN	strain	Shannon equitability	2	0.00043892038450133076
Weight+GCN	superkingdom	F1 score	2	1.0
Weight+GCN	superkingdom	False negatives	2	0.0
Weight+GCN	superkingdom	False positives	2	0.0
Weight+GCN	superkingdom	Jaccard index	2	1.0
Weight+GCN	superkingdom	Purity	2	1.0
Weight+GCN	superkingdom	Completeness	2	1.0
Weight+GCN	superkingdom	True positives	2	1.0
Weight+GCN	phylum	F1 score	2	1.0
Weight+GCN	phylum	False negatives	2	0.0
Weight+GCN	phylum	False positives	2	0.0
Weight+GCN	phylum	Jaccard index	2	1.0
Weight+GCN	phylum	Purity	2	1.0
Weight+GCN	phylum	Completeness	2	1.0
Weight+GCN	phylum	True positives	2	1.0
Weight+GCN	class	F1 score	2	1.0
Weight+GCN	class	False negatives	2	0.0
Weight+GCN	class	False positives	2	0.0
Weight+GCN	class	Jaccard index	2	1.0
Weight+GCN	class	Purity	2	1.0
Weight+GCN	class	Completeness	2	1.0
Weight+GCN	class	True positives	2	1.0
Weight+GCN	order	F1 score	2	1.0
Weight+GCN	order	False negatives	2	0.0
Weight+GCN	order	False positives	2	0.0
Weight+GCN	order	Jaccard index	2	1.0
Weight+GCN	order	Purity	2	1.0
Weight+GCN	order	Completeness	2	1.0
Weight+GCN	order	True positives	2	4.0
Weight+GCN	family	F1 score	2	0.9047619047619047
Weight+GCN	family	False negatives	2	0.0
Weight+GCN	family	False positives	2	4.0
Weight+GCN	family	Jaccard index	2	0.8260869565217391
Weight+GCN	family	Purity	2	0.8260869565217391
Weight+GCN	family	Completeness	2	1.0
Weight+GCN	family	True positives	2	19.0
Weight+GCN	genus	F1 score	2	0.8314606741573033
Weight+GCN	genus	False negatives	2	2.0
Weight+GCN	genus	False positives	2	43.0
Weight+GCN	genus	Jaccard index	2	0.7115384615384616
Weight+GCN	genus	Purity	2	0.7207792207792207
Weight+GCN	genus	Completeness	2	0.9823008849557522
Weight+GCN	genus	True positives	2	111.0
Weight+GCN	species	F1 score	2	0.6577480490523969
Weight+GCN	species	False negatives	2	42.0
Weight+GCN	species	False positives	2	265.0
Weight+GCN	species	Jaccard index	2	0.4900332225913621
Weight+GCN	species	Purity	2	0.5267857142857143
Weight+GCN	species	Completeness	2	0.8753709198813057
Weight+GCN	species	True positives	2	295.0
Weight+GCN	strain	F1 score	2	0.4778761061946903
Weight+GCN	strain	False negatives	2	45.0
Weight+GCN	strain	False positives	2	73.0
Weight+GCN	strain	Jaccard index	2	0.313953488372093
Weight+GCN	strain	Purity	2	0.4251968503937008
Weight+GCN	strain	Completeness	2	0.5454545454545454
Weight+GCN	strain	True positives	2	54.0
Weight+GCN	superkingdom	L1 norm error	2	0.005329168345999999
Weight+GCN	phylum	L1 norm error	2	0.005329168345999999
Weight+GCN	class	L1 norm error	2	0.005329168345999999
Weight+GCN	order	L1 norm error	2	0.005332303282
Weight+GCN	family	L1 norm error	2	0.005736038334000001
Weight+GCN	genus	L1 norm error	2	0.005949214027000004
Weight+GCN	species	L1 norm error	2	0.007311791825000025
Weight+GCN	strain	L1 norm error	2	0.0009534685740000008
Weight+GCN	na	Weighted UniFrac error	2	0.0007893941893267627
Weight+GCN	na	Unweighted UniFrac error	2	0.6689402064136016
Weight+GCN	na	Weighted UniFrac (CAMI)	2	4.664360246200012
Weight+GCN	na	Unweighted UniFrac (CAMI)	2	2117.0000000084
Weight+GCN	superkingdom	Sum of abundances	2	0.004670831654
Weight+GCN	phylum	Sum of abundances	2	0.004670831654
Weight+GCN	class	Sum of abundances	2	0.004670831654
Weight+GCN	order	Sum of abundances	2	0.004667696718
Weight+GCN	family	Sum of abundances	2	0.004191410275000001
Weight+GCN	genus	Sum of abundances	2	0.004079896099000006
Weight+GCN	species	Sum of abundances	2	0.002881678511999999
Weight+GCN	strain	Sum of abundances	2	0.0001650320169999999
Weight+GCN	superkingdom	Taxon counts	2	1.0
Weight+GCN	phylum	Taxon counts	2	1.0
Weight+GCN	class	Taxon counts	2	1.0
Weight+GCN	order	Taxon counts	2	4.0
Weight+GCN	family	Taxon counts	2	23.0
Weight+GCN	genus	Taxon counts	2	154.0
Weight+GCN	species	Taxon counts	2	560.0
Weight+GCN	strain	Taxon counts	2	127.0
Weight+GCN	superkingdom	Bray-Curtis distance	3	0.0005825416572091989
Weight+GCN	phylum	Bray-Curtis distance	3	0.0005825416572091989
Weight+GCN	class	Bray-Curtis distance	3	0.0005825416572091989
Weight+GCN	order	Bray-Curtis distance	3	0.0006498017180772865
Weight+GCN	family	Bray-Curtis distance	3	0.04366663141454228
Weight+GCN	genus	Bray-Curtis distance	3	0.05862277375885853
Weight+GCN	species	Bray-Curtis distance	3	0.1687965853055976
Weight+GCN	strain	Bray-Curtis distance	3	0.5281329961850377
Weight+GCN	superkingdom	Shannon diversity	3	0.046009716296148966
Weight+GCN	superkingdom	Shannon equitability	3	0.0
Weight+GCN	phylum	Shannon diversity	3	0.046009716296148966
Weight+GCN	phylum	Shannon equitability	3	0.0
Weight+GCN	class	Shannon diversity	3	0.046009716296148966
Weight+GCN	class	Shannon equitability	3	0.0
Weight+GCN	order	Shannon diversity	3	0.047030652188903246
Weight+GCN	order	Shannon equitability	3	0.033925444341352196
Weight+GCN	family	Shannon diversity	3	0.05695079769431862
Weight+GCN	family	Shannon equitability	3	0.0193418162499809
Weight+GCN	genus	Shannon diversity	3	0.06443111829889343
Weight+GCN	genus	Shannon equitability	3	0.013505633545438976
Weight+GCN	species	Shannon diversity	3	0.060746207748321866
Weight+GCN	species	Shannon equitability	3	0.010126162715847997
Weight+GCN	strain	Shannon diversity	3	0.003952720095896395
Weight+GCN	strain	Shannon equitability	3	0.0009046269069591163
Weight+GCN	superkingdom	F1 score	3	1.0
Weight+GCN	superkingdom	False negatives	3	0.0
Weight+GCN	superkingdom	False positives	3	0.0
Weight+GCN	superkingdom	Jaccard index	3	1.0
Weight+GCN	superkingdom	Purity	3	1.0
Weight+GCN	superkingdom	Completeness	3	1.0
Weight+GCN	superkingdom	True positives	3	1.0
Weight+GCN	phylum	F1 score	3	1.0
Weight+GCN	phylum	False negatives	3	0.0
Weight+GCN	phylum	False positives	3	0.0
Weight+GCN	phylum	Jaccard index	3	1.0
Weight+GCN	phylum	Purity	3	1.0
Weight+GCN	phylum	Completeness	3	1.0
Weight+GCN	phylum	True positives	3	1.0
Weight+GCN	class	F1 score	3	1.0
Weight+GCN	class	False negatives	3	0.0
Weight+GCN	class	False positives	3	0.0
Weight+GCN	class	Jaccard index	3	1.0
Weight+GCN	class	Purity	3	1.0
Weight+GCN	class	Completeness	3	1.0
Weight+GCN	class	True positives	3	1.0
Weight+GCN	order	F1 score	3	1.0
Weight+GCN	order	False negatives	3	0.0
Weight+GCN	order	False positives	3	0.0
Weight+GCN	order	Jaccard index	3	1.0
Weight+GCN	order	Purity	3	1.0
Weight+GCN	order	Completeness	3	1.0
Weight+GCN	order	True positives	3	4.0
Weight+GCN	family	F1 score	3	1.0
Weight+GCN	family	False negatives	3	0.0
Weight+GCN	family	False positives	3	0.0
Weight+GCN	family	Jaccard index	3	1.0
Weight+GCN	family	Purity	3	1.0
Weight+GCN	family	Completeness	3	1.0
Weight+GCN	family	True positives	3	19.0
Weight+GCN	genus	F1 score	3	0.9696969696969698
Weight+GCN	genus	False negatives	3	1.0
Weight+GCN	genus	False positives	3	6.0
Weight+GCN	genus	Jaccard index	3	0.9411764705882353
Weight+GCN	genus	Purity	3	0.9491525423728814
Weight+GCN	genus	Completeness	3	0.9911504424778761
Weight+GCN	genus	True positives	3	112.0
Weight+GCN	species	F1 score	3	0.845945945945946
Weight+GCN	species	False negatives	3	24.0
Weight+GCN	species	False positives	3	90.0
Weight+GCN	species	Jaccard index	3	0.7330210772833724
Weight+GCN	species	Purity	3	0.7766749379652605
Weight+GCN	species	Completeness	3	0.9287833827893175
Weight+GCN	species	True positives	3	313.0
Weight+GCN	strain	F1 score	3	0.6629213483146067
Weight+GCN	strain	False negatives	3	40.0
Weight+GCN	strain	False positives	3	20.0
Weight+GCN	strain	Jaccard index	3	0.4957983193277311
Weight+GCN	strain	Purity	3	0.7468354430379747
Weight+GCN	strain	Completeness	3	0.5959595959595959
Weight+GCN	strain	True positives	3	59.0
Weight+GCN	superkingdom	L1 norm error	3	1.164405000000035e-05
Weight+GCN	phylum	L1 norm error	3	1.164405000000035e-05
Weight+GCN	class	L1 norm error	3	1.164405000000035e-05
Weight+GCN	order	L1 norm error	3	1.2987595000001039e-05
Weight+GCN	family	L1 norm error	3	0.0008305342840000006
Weight+GCN	genus	L1 norm error	3	0.0011077522530000003
Weight+GCN	species	L1 norm error	3	0.002895561825999997
Weight+GCN	strain	L1 norm error	3	0.0007398450440000001
Weight+GCN	na	Weighted UniFrac error	3	3.5724117039142984e-05
Weight+GCN	na	Unweighted UniFrac error	3	0.24054539085873328
Weight+GCN	na	Weighted UniFrac (CAMI)	3	0.5637735682000146
Weight+GCN	na	Unweighted UniFrac (CAMI)	3	804.0000000083
Weight+GCN	superkingdom	Sum of abundances	3	0.00998835595
Weight+GCN	phylum	Sum of abundances	3	0.00998835595
Weight+GCN	class	Sum of abundances	3	0.00998835595
Weight+GCN	order	Sum of abundances	3	0.009987012405
Weight+GCN	family	Sum of abundances	3	0.009095122933
Weight+GCN	genus	Sum of abundances	3	0.008896278385000005
Weight+GCN	species	Sum of abundances	3	0.0071541493030000194
Weight+GCN	strain	Sum of abundances	3	0.00033610998500000026
Weight+GCN	superkingdom	Taxon counts	3	1.0
Weight+GCN	phylum	Taxon counts	3	1.0
Weight+GCN	class	Taxon counts	3	1.0
Weight+GCN	order	Taxon counts	3	4.0
Weight+GCN	family	Taxon counts	3	19.0
Weight+GCN	genus	Taxon counts	3	118.0
Weight+GCN	species	Taxon counts	3	403.0
Weight+GCN	strain	Taxon counts	3	79.0
Weight+GCN	superkingdom	Bray-Curtis distance	4	0.15704791884618952
Weight+GCN	phylum	Bray-Curtis distance	4	0.15704791884618952
Weight+GCN	class	Bray-Curtis distance	4	0.15704791884618952
Weight+GCN	order	Bray-Curtis distance	4	0.15718283585419693
Weight+GCN	family	Bray-Curtis distance	4	0.2029581380902582
Weight+GCN	genus	Bray-Curtis distance	4	0.22124836204752932
Weight+GCN	species	Bray-Curtis distance	4	0.37741147808385817
Weight+GCN	strain	Bray-Curtis distance	4	0.6533783821516981
Weight+GCN	superkingdom	Shannon diversity	4	0.03585776357266104
Weight+GCN	superkingdom	Shannon equitability	4	0.0
Weight+GCN	phylum	Shannon diversity	4	0.03585776357266104
Weight+GCN	phylum	Shannon equitability	4	0.0
Weight+GCN	class	Shannon diversity	4	0.03585776357266104
Weight+GCN	class	Shannon equitability	4	0.0
Weight+GCN	order	Shannon diversity	4	0.03661072217316759
Weight+GCN	order	Shannon equitability	4	0.02640905366129625
Weight+GCN	family	Shannon diversity	4	0.04328264178641213
Weight+GCN	family	Shannon equitability	4	0.014002603471002788
Weight+GCN	genus	Shannon diversity	4	0.04831008438949581
Weight+GCN	genus	Shannon equitability	4	0.00945035207234465
Weight+GCN	species	Shannon diversity	4	0.04245946479641635
Weight+GCN	species	Shannon equitability	4	0.00666206407308401
Weight+GCN	strain	Shannon diversity	4	0.003206006589225459
Weight+GCN	strain	Shannon equitability	4	0.0006576157592571723
Weight+GCN	superkingdom	F1 score	4	1.0
Weight+GCN	superkingdom	False negatives	4	0.0
Weight+GCN	superkingdom	False positives	4	0.0
Weight+GCN	superkingdom	Jaccard index	4	1.0
Weight+GCN	superkingdom	Purity	4	1.0
Weight+GCN	superkingdom	Completeness	4	1.0
Weight+GCN	superkingdom	True positives	4	1.0
Weight+GCN	phylum	F1 score	4	1.0
Weight+GCN	phylum	False negatives	4	0.0
Weight+GCN	phylum	False positives	4	0.0
Weight+GCN	phylum	Jaccard index	4	1.0
Weight+GCN	phylum	Purity	4	1.0
Weight+GCN	phylum	Completeness	4	1.0
Weight+GCN	phylum	True positives	4	1.0
Weight+GCN	class	F1 score	4	1.0
Weight+GCN	class	False negatives	4	0.0
Weight+GCN	class	False positives	4	0.0
Weight+GCN	class	Jaccard index	4	1.0
Weight+GCN	class	Purity	4	1.0
Weight+GCN	class	Completeness	4	1.0
Weight+GCN	class	True positives	4	1.0
Weight+GCN	order	F1 score	4	1.0
Weight+GCN	order	False negatives	4	0.0
Weight+GCN	order	False positives	4	0.0
Weight+GCN	order	Jaccard index	4	1.0
Weight+GCN	order	Purity	4	1.0
Weight+GCN	order	Completeness	4	1.0
Weight+GCN	order	True positives	4	4.0
Weight+GCN	family	F1 score	4	0.9268292682926829
Weight+GCN	family	False negatives	4	0.0
Weight+GCN	family	False positives	4	3.0
Weight+GCN	family	Jaccard index	4	0.8636363636363636
Weight+GCN	family	Purity	4	0.8636363636363636
Weight+GCN	family	Completeness	4	1.0
Weight+GCN	family	True positives	4	19.0
Weight+GCN	genus	F1 score	4	0.8028673835125447
Weight+GCN	genus	False negatives	4	1.0
Weight+GCN	genus	False positives	4	54.0
Weight+GCN	genus	Jaccard index	4	0.6706586826347305
Weight+GCN	genus	Purity	4	0.6746987951807228
Weight+GCN	genus	Completeness	4	0.9911504424778761
Weight+GCN	genus	True positives	4	112.0
Weight+GCN	species	F1 score	4	0.6543878656554712
Weight+GCN	species	False negatives	4	35.0
Weight+GCN	species	False positives	4	284.0
Weight+GCN	species	Jaccard index	4	0.4863123993558776
Weight+GCN	species	Purity	4	0.515358361774744
Weight+GCN	species	Completeness	4	0.8961424332344213
Weight+GCN	species	True positives	4	302.0
Weight+GCN	strain	F1 score	4	0.49565217391304345
Weight+GCN	strain	False negatives	4	42.0
Weight+GCN	strain	False positives	4	74.0
Weight+GCN	strain	Jaccard index	4	0.32947976878612717
Weight+GCN	strain	Purity	4	0.4351145038167939
Weight+GCN	strain	Completeness	4	0.5757575757575758
Weight+GCN	strain	True positives	4	57.0
Weight+GCN	superkingdom	L1 norm error	4	0.0027146311970000004
Weight+GCN	phylum	L1 norm error	4	0.0027146311970000004
Weight+GCN	class	L1 norm error	4	0.0027146311970000004
Weight+GCN	order	L1 norm error	4	0.002716646514
Weight+GCN	family	L1 norm error	4	0.003349231938
Weight+GCN	genus	L1 norm error	4	0.0036289130780000024
Weight+GCN	species	L1 norm error	4	0.005537193779000015
Weight+GCN	strain	L1 norm error	4	0.0008661382010000007
Weight+GCN	na	Weighted UniFrac error	4	0.0004217830751375717
Weight+GCN	na	Unweighted UniFrac error	4	0.7402915577653992
Weight+GCN	na	Weighted UniFrac (CAMI)	4	2.69839670310003
Weight+GCN	na	Unweighted UniFrac (CAMI)	4	2321.0000000086998
Weight+GCN	superkingdom	Sum of abundances	4	0.007285368802999999
Weight+GCN	phylum	Sum of abundances	4	0.007285368802999999
Weight+GCN	class	Sum of abundances	4	0.007285368802999999
Weight+GCN	order	Sum of abundances	4	0.007283353486
Weight+GCN	family	Sum of abundances	4	0.006577320975000002
Weight+GCN	genus	Sum of abundances	4	0.006401988440000014
Weight+GCN	species	Sum of abundances	4	0.00467150338800002
Weight+GCN	strain	Sum of abundances	4	0.0002608715020000005
Weight+GCN	superkingdom	Taxon counts	4	1.0
Weight+GCN	phylum	Taxon counts	4	1.0
Weight+GCN	class	Taxon counts	4	1.0
Weight+GCN	order	Taxon counts	4	4.0
Weight+GCN	family	Taxon counts	4	22.0
Weight+GCN	genus	Taxon counts	4	166.0
Weight+GCN	species	Taxon counts	4	586.0
Weight+GCN	strain	Taxon counts	4	131.0
Weight+GCN	superkingdom	Bray-Curtis distance	5	0.0026380485394293706
Weight+GCN	phylum	Bray-Curtis distance	5	0.0026380485394293706
Weight+GCN	class	Bray-Curtis distance	5	0.0026380485394293706
Weight+GCN	order	Bray-Curtis distance	5	0.0027506146773653047
Weight+GCN	family	Bray-Curtis distance	5	0.046463311039382706
Weight+GCN	genus	Bray-Curtis distance	5	0.06231940942014407
Weight+GCN	species	Bray-Curtis distance	5	0.1789637073537952
Weight+GCN	strain	Bray-Curtis distance	5	0.5304403127773369
Weight+GCN	superkingdom	Shannon diversity	5	0.04586185135193416
Weight+GCN	superkingdom	Shannon equitability	5	0.0
Weight+GCN	phylum	Shannon diversity	5	0.04586185135193416
Weight+GCN	phylum	Shannon equitability	5	0.0
Weight+GCN	class	Shannon diversity	5	0.04586185135193416
Weight+GCN	class	Shannon equitability	5	0.0
Weight+GCN	order	Shannon diversity	5	0.04687454463224314
Weight+GCN	order	Shannon equitability	5	0.03381283654243278
Weight+GCN	family	Shannon diversity	5	0.05668368373464586
Weight+GCN	family	Shannon equitability	5	0.019251098133027975
Weight+GCN	genus	Shannon diversity	5	0.06399725843016617
Weight+GCN	genus	Shannon equitability	5	0.013344464863863852
Weight+GCN	species	Shannon diversity	5	0.05983380740327283
Weight+GCN	species	Shannon equitability	5	0.009882633879244537
Weight+GCN	strain	Shannon diversity	5	0.004060676456371351
Weight+GCN	strain	Shannon equitability	5	0.0009002001615224065
Weight+GCN	superkingdom	F1 score	5	1.0
Weight+GCN	superkingdom	False negatives	5	0.0
Weight+GCN	superkingdom	False positives	5	0.0
Weight+GCN	superkingdom	Jaccard index	5	1.0
Weight+GCN	superkingdom	Purity	5	1.0
Weight+GCN	superkingdom	Completeness	5	1.0
Weight+GCN	superkingdom	True positives	5	1.0
Weight+GCN	phylum	F1 score	5	1.0
Weight+GCN	phylum	False negatives	5	0.0
Weight+GCN	phylum	False positives	5	0.0
Weight+GCN	phylum	Jaccard index	5	1.0
Weight+GCN	phylum	Purity	5	1.0
Weight+GCN	phylum	Completeness	5	1.0
Weight+GCN	phylum	True positives	5	1.0
Weight+GCN	class	F1 score	5	1.0
Weight+GCN	class	False negatives	5	0.0
Weight+GCN	class	False positives	5	0.0
Weight+GCN	class	Jaccard index	5	1.0
Weight+GCN	class	Purity	5	1.0
Weight+GCN	class	Completeness	5	1.0
Weight+GCN	class	True positives	5	1.0
Weight+GCN	order	F1 score	5	1.0
Weight+GCN	order	False negatives	5	0.0
Weight+GCN	order	False positives	5	0.0
Weight+GCN	order	Jaccard index	5	1.0
Weight+GCN	order	Purity	5	1.0
Weight+GCN	order	Completeness	5	1.0
Weight+GCN	order	True positives	5	4.0
Weight+GCN	family	F1 score	5	1.0
Weight+GCN	family	False negatives	5	0.0
Weight+GCN	family	False positives	5	0.0
Weight+GCN	family	Jaccard index	5	1.0
Weight+GCN	family	Purity	5	1.0
Weight+GCN	family	Completeness	5	1.0
Weight+GCN	family	True positives	5	19.0
Weight+GCN	genus	F1 score	5	0.9658119658119658
Weight+GCN	genus	False negatives	5	0.0
Weight+GCN	genus	False positives	5	8.0
Weight+GCN	genus	Jaccard index	5	0.9338842975206612
Weight+GCN	genus	Purity	5	0.9338842975206612
Weight+GCN	genus	Completeness	5	1.0
Weight+GCN	genus	True positives	5	113.0
Weight+GCN	species	F1 score	5	0.8256880733944956
Weight+GCN	species	False negatives	5	22.0
Weight+GCN	species	False positives	5	111.0
Weight+GCN	species	Jaccard index	5	0.703125
Weight+GCN	species	Purity	5	0.7394366197183099
Weight+GCN	species	Completeness	5	0.9347181008902077
Weight+GCN	species	True positives	5	315.0
Weight+GCN	strain	F1 score	5	0.5684210526315788
Weight+GCN	strain	False negatives	5	45.0
Weight+GCN	strain	False positives	5	37.0
Weight+GCN	strain	Jaccard index	5	0.39705882352941174
Weight+GCN	strain	Purity	5	0.5934065934065934
Weight+GCN	strain	Completeness	5	0.5454545454545454
Weight+GCN	strain	True positives	5	54.0
Weight+GCN	superkingdom	L1 norm error	5	5.262215100000023e-05
Weight+GCN	phylum	L1 norm error	5	5.262215100000023e-05
Weight+GCN	class	L1 norm error	5	5.262215100000023e-05
Weight+GCN	order	L1 norm error	5	5.486139100000082e-05
Weight+GCN	family	L1 norm error	5	0.0008813650420000003
Weight+GCN	genus	L1 norm error	5	0.001173585923
Weight+GCN	species	L1 norm error	5	0.003046486628999997
Weight+GCN	strain	L1 norm error	5	0.0007472345340000007
Weight+GCN	na	Weighted UniFrac error	5	4.253195187219052e-05
Weight+GCN	na	Unweighted UniFrac error	5	0.30430653984452855
Weight+GCN	na	Weighted UniFrac (CAMI)	5	0.6118500603000165
Weight+GCN	na	Unweighted UniFrac (CAMI)	5	1000.0000000088
Weight+GCN	superkingdom	Sum of abundances	5	0.009947377848999999
Weight+GCN	phylum	Sum of abundances	5	0.009947377848999999
Weight+GCN	class	Sum of abundances	5	0.009947377848999999
Weight+GCN	order	Sum of abundances	5	0.009945138609
Weight+GCN	family	Sum of abundances	5	0.009044292175
Weight+GCN	genus	Sum of abundances	5	0.008831788259000004
Weight+GCN	species	Sum of abundances	5	0.007022929812000015
Weight+GCN	strain	Sum of abundances	5	0.00034394732700000004
Weight+GCN	superkingdom	Taxon counts	5	1.0
Weight+GCN	phylum	Taxon counts	5	1.0
Weight+GCN	class	Taxon counts	5	1.0
Weight+GCN	order	Taxon counts	5	4.0
Weight+GCN	family	Taxon counts	5	19.0
Weight+GCN	genus	Taxon counts	5	121.0
Weight+GCN	species	Taxon counts	5	426.0
Weight+GCN	strain	Taxon counts	5	91.0
Weight+GCN	superkingdom	Bray-Curtis distance	6	0.002480498347627796
Weight+GCN	phylum	Bray-Curtis distance	6	0.002480498347627796
Weight+GCN	class	Bray-Curtis distance	6	0.002480498347627796
Weight+GCN	order	Bray-Curtis distance	6	0.002570520936515921
Weight+GCN	family	Bray-Curtis distance	6	0.04515763911187793
Weight+GCN	genus	Bray-Curtis distance	6	0.06009087785110695
Weight+GCN	species	Bray-Curtis distance	6	0.17666828548745903
Weight+GCN	strain	Bray-Curtis distance	6	0.5328863356955754
Weight+GCN	superkingdom	Shannon diversity	6	0.04587316937967272
Weight+GCN	superkingdom	Shannon equitability	6	0.0
Weight+GCN	phylum	Shannon diversity	6	0.04587316937967272
Weight+GCN	phylum	Shannon equitability	6	0.0
Weight+GCN	class	Shannon diversity	6	0.04587316937967272
